Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA ANNA MARIA MELINI,52072509,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GASPAR SILVEIRA MARTINS, 166 LT. 03 E 04. CAPUAVA. 74450-370 Goiânia - GO.",(62) 35242119,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.6557159,-49.3168892
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CMEI GOVERNADOR OLINTO DE PAULA LEITE,52072517,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA VIRGILIO JOAQUIM FERREIRA, QUADRA 36, LOTE 01. PARQUE FLAMBOYANT. 74860-615 Goiânia - GO.",(62) 35243605,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.7377702,-49.220026
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC DE 1º GRAU AGUIA DE HAIA,52072541,GO,Goiânia,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA CM 12, 639 QD 08 A L7. SETOR CANDIDA DE MORAIS. 74463-260 Goiânia - GO.",(62) 32972415,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE 1º GRAU POLLYANA,52072550,GO,Catalão,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MAJOR PAULINO, 753 NOSSA SENHORA DE FATIMA. 75709-220 Catalão - GO.",(64) 34113517,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-18.1772092,-47.9353971
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO INTEGRAL DE CATALAO,52072568,GO,Catalão,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 4, 45 MAE DE DEUS. 75702-220 Catalão - GO.",(64) 34412224,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-18.1657015,-47.94976324
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,ESCOLA SANTA CLARA,52072576,GO,Catalão,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOS BOIADEIROS, 218 VILA CRUZEIRO II. 75703-790 Catalão - GO.",(64) 34413605,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-18.15096631,-47.94123849
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA CAMINHO CERTO LTDA,52072584,GO,Catalão,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA JOSE MARIA VIEIRA, 250 BAIRRO SANTA TEREZINHA. 75704-240 Catalão - GO.",(64) 34422678,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-18.1823566,-47.9473771
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL AMARO GONZAGA,52072606,GO,Leopoldo de Bulhões,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 01, S/Nº CONJUNTO. CONJUNTO RAIMUNDO CAETANO. 75190-000 Leopoldo de Bulhões - GO.",(62) 999961298,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.6200071,-48.7502644
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MARIA DAS DORES DE SOUZA,52072622,GO,Vianópolis,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CLAUDEMIRO JOSE GONCALVES, 150 MICHELE. 75265-000 Vianópolis - GO.",(62) 999264664,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.7520371,-48.5214572
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO EM PERIODO INTEGRAL JANDIRA BRETAS QUINAN,52072665,GO,Vianópolis,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO VICENTE DE PAULA, 244 CENTRO. 75265-000 Vianópolis - GO.",(62) 999197020,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-16.7492413,-48.5170499
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL ALBION DE BARROS,52072673,GO,Faina,Rural,A escola não está em área de localização diferenciada,Pública,"RUA SANTANA AZEVEDO, 05 DISTRITO DE CAICARA. CENTRO. 76740-000 Faina - GO.",(62) 33861475,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.5271875392646,-50.1609006430954
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,ESCOLA ESPECIAL MUNDO MELHOR,52072703,GO,Mineiros,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA 18, 55 MINEIRINHO. 75830-006 Mineiros - GO.",(64) 36611888,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-17.5652731,-52.5488727
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA CELMA PEREIRA BORGES,52072711,GO,Portelândia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 02 QUADRA 33 LOTE H, SN ST NORTE. 75843-000 Portelândia - GO.",(64) 36661285,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-17.3520308,-52.6785241
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO E CULT ISU I LTDA,52072738,GO,Firminópolis,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DR SE.BASTIAO FLEURY, 570 CENTRAL. 76105-000 Firminópolis - GO.",(64) 36812403,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.5809693,-50.3027711
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SHEKINA,52072770,GO,São Luís de Montes Belos,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA APORE, 340 CENTRO. 76100-000 São Luís de Montes Belos - GO.",(64) 999085584,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.5175194,-50.3725632
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SANTA INES,52072800,GO,São Luís de Montes Belos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BAHIA, S/N EM FRENTE A PRACA. AEROPORTO. 76100-000 São Luís de Montes Belos - GO.",(64) 992123283,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.5059683,-50.3832591
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL CRIANCA FELIZ I,52072819,GO,São Luís de Montes Belos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA R-10, RODOVIARIO. 76100-000 São Luís de Montes Belos - GO.",(64) 36717005,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.51090859,-50.3765563
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL CRIANCA FELIZ II,52072827,GO,São Luís de Montes Belos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARAJO, SETOR SAO JOSE. 76100-000 São Luís de Montes Belos - GO.",(64) 36717006,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.52503132,-50.38050251
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL PROF JOANA S DOS SANTOS,52072835,GO,São Luís de Montes Belos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA F-6, QD. 02, LT. 20, SETOR VILA NOVA. 76100-000 São Luís de Montes Belos - GO.",(64) 992813255,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,-16.5019215,-50.3738357
ESCOLA PARALISADA,ESCOLA IRMA GABRIELA APAE,52072843,GO,Goiás,Urbana,Não Informado,Privada,"RUA EUGENIO JARDIM, S/N. CENTRO. 76600-000 Goiás - GO.",(62) 33712281,Privada,Não Informado,Não,,,,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ESPIRITA ANDRE LUIZ,52072894,GO,Senador Canedo,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JM 8, QD.5 LT.19. JARDIM DAS OLIVEIRAS. 75256-203 Senador Canedo - GO.",(62) 32753702,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-16.6508004,-49.1510708
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL HOLANDA,52072975,GO,Goiás,Rural,Área de assentamento,Pública,"PA HOLANDA, S/Nº RURAL. 76600-000 Goiás - GO.",(62) 33717010,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.8392879,-50.0565143
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO INFANTIL VANDA BORGES DE SOUZA,52073033,GO,Acreúna,Urbana,A escola não está em área de localização diferenciada,Pública,"AV SAO FELIPE ESQ COM RUA M 05, SN NOVO HORIZONTE. 75960-000 Acreúna - GO.",(64) 36458021,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-17.4030985,-50.3707303
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL JOSE MENDES DE PAULA,52073050,GO,Castelândia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DURVALINA GOMES DE OLIVEIRA Q10 L01 - ESQUINA COM A AV. ABILIO JOSE DE FREITAS, S/N BELA VISTA. 75925-000 Castelândia - GO.",,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-18.0873312,-50.2156042
ESCOLA EXCLUSIVA DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO,CENTRO MUNICIPAL DE ENSINO ESPECIAL CASINHA FELIZ,52073092,GO,Santa Helena de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ANTONIO PARREIRA DE SOUZA, QD-17, LT-5,6,7,8. LUCILENE. 75920-000 Santa Helena de Goiás - GO.",(64) 36418727,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atendimento Educacional Especializado,-17.8104614,-50.6032234
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL EDUCACAO INFANTIL CANTINHO DA ALEGRIA,52073114,GO,Anicuns,Urbana,A escola não está em área de localização diferenciada,Pública,"AV. PAULO ALVES, 521 SETOR OESTE. VILA SAO VICENTE. 76170-000 Anicuns - GO.",(64) 35642541,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-16.459874,-49.9673915
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MANOEL THEODORO RIBEIRO,52073122,GO,Itumbiara,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ITUMBIARA, 12 VILA RESIDENCIAL DE FURNAS. 75524-284 Itumbiara - GO.",(64) 34317136,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-18.42618677,-49.21525818
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ADVENTISTA DE FORMOSA,52073173,GO,Formosa,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA LEONINO CESAR, 171 CENTRO. 73801-670 Formosa - GO.",(61) 40045000,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.540154,-47.339086
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,ESCOLA ESPECIAL DA ESPERANCA - APAE,52073190,GO,Formosa,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA TANCREDO NEVES, 269 SETOR SUL. SETOR SUL. 73802-489 Formosa - GO.",(61) 36314470,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-15.56521471,-47.33682633
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL GERALDO DE ASSIS LOPES,52073211,GO,Goiatuba,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AGUIMARO FERREIRA DE PAIVA, 37 PARQUE DAS PRIMAVERA. 75600-000 Goiatuba - GO.",(64) 34950066,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-18.0446247,-49.3733371
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,ESCOLA ESTADUAL ESPECIAL SAO FRANCISCO DE ASSIS,52073238,GO,Goiatuba,Urbana,A escola não está em área de localização diferenciada,Pública,"AV SANTA CATARINA, SN SAO FRANCISCO. 75600-000 Goiatuba - GO.",(64) 984165761,Estadual,Não Informado,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-18.00441,-49.3716504
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL CORREGO RICO,52073254,GO,Planaltina,Rural,A escola não está em área de localização diferenciada,Pública,"POVOADO CORREGO RICO, SN CENTRO. 73759-000 Planaltina - GO.",(61) 36373335,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-15.1715155,-47.7698064
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PANORAMA,52073262,GO,Planaltina,Urbana,A escola não está em área de localização diferenciada,Pública,"BRASILINHA 17, 028 AREA ESPECIAL. CENTRO. 73754-840 Planaltina - GO.",(61) 986099453,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-15.4964977,-47.6086271
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JARDIM PAQUETA PROFESSORA TEREZINHA BENEVIDES DA SILVA,52073297,GO,Planaltina,Urbana,A escola não está em área de localização diferenciada,Pública,"QD 08 AREA ESPECIAL, SN JARDIM PAQUETA. 73750-040 Planaltina - GO.",(61) 36393192,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-15.4829144,-47.5969268
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL VO VITORIA GAROFALO,52073300,GO,Planaltina,Rural,A escola não está em área de localização diferenciada,Pública,"LOTEAMENTO SANTA MARIA, 1412A SETOR LESTE. 73752-971 Planaltina - GO.",(61) 39851010,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-15.4061871,-47.5309391
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO MORAES GUALBERTO,52073319,GO,Planaltina,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QUADRA 1, SN MR 08 LOTES 08-10. SETOR LESTE. 73752-010 Planaltina - GO.",(61) 36371490,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.4578401,-47.6078729
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SANTA MARIA,52073335,GO,Planaltina,Rural,A escola não está em área de localização diferenciada,Pública,"QUADRAS, 8687 LOTEAMENTO SANTA MARIA. 73750-040 Planaltina - GO.",(61) 999019706,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.4240858,-47.5601435
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR RAIMUNDO DE JESUS PAIVA,52073343,GO,Água Fria de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ANIBAL MODESTO DE OLIVEIRA QD 22 LT 06, 06 CENTRO. 73780-000 Água Fria de Goiás - GO.",(62) 34641282,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-14.9816741,-47.7808156
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ANDREIA XAVIER DA ROCHA,52073378,GO,Água Fria de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ONORIO XAVIER, QUADRA 32 LOTE 01. CENTRO. 73780-000 Água Fria de Goiás - GO.",(62) 34641272,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-14.9824051,-47.7852239
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MONTEIRO LOBATO,52073394,GO,Flores de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 2C QD 02 LOTE 11/12, 36 ALTO DA GLORIA. ALTO DA GLORIA. 73890-000 Flores de Goiás - GO.",(62) 34481480,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-14.4562038,-47.0417395
ESCOLA PARALISADA,ESC MUL REGALITO,52073408,GO,Flores de Goiás,Rural,Não Informado,Pública,"FAZENDA, 73890-000 Flores de Goiás - GO.",(62) 34481151,Municipal,Não Informado,Não,,,,,,
ESCOLA PARALISADA,ESC MUL MARTINHO ALVES DOS SANTOS,52073416,GO,Flores de Goiás,Rural,Não Informado,Pública,"FAZENDA, 73890-000 Flores de Goiás - GO.",(62) 34481127,Municipal,Não Informado,Não,,,,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SELECINA DOMINGUES DE FREITAS,52073432,GO,São João d'Aliança,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 11 QD. 144 LT. 01 A 10, VILA BOA ESPERANCA. 73760-000 São João d'Aliança - GO.",(62) 34381802,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-14.7110663,-47.5162597
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL MARIA DO CARMO LIMA,52073459,GO,Águas Lindas de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 16, SN QD 31 LT 0104. JD DA BARRAGEM IV. 72910-001 Águas Lindas de Goiás - GO.",(61) 36191303,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-15.7269308,-48.2836493
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL EMILIA FERREIRA BRANCO,52073467,GO,Águas Lindas de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"QD N1 LOTE 04, SN SETOR COIMBRA. SETOR COIMBRA. 72911-509 Águas Lindas de Goiás - GO.",(61) 36138465,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-15.7494756,-48.2577725
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL VALDERI SANTOS MIMI,52073513,GO,Luziânia,Rural,A escola não está em área de localização diferenciada,Pública,"GO 010 KM 48, SN FAZ SAMAMBAIA. SETOR RURAL. 72800-970 Luziânia - GO.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-16.4643037,-48.2152166
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL VALDETE DOS SANTOS ABADIA,52073521,GO,Cristalina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GUAPORES, QUADRA 74, LOTE 01.. AEROPORTO. 73850-000 Cristalina - GO.",(61) 36126075,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-16.77733893,-47.61720786
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO QUARTZO,52073564,GO,Cristalina,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GOIAS, 388 CENTRO. 73850-000 Cristalina - GO.",(61) 36122891,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO EM PERIODO INTEGRAL DIVINA OLIMPIO MIRANDA,52073572,GO,Cidade Ocidental,Urbana,A escola não está em área de localização diferenciada,Pública,"SQ 2 QD 1, SN PQ NOVA FRIBURGO. 72887-003 Cidade Ocidental - GO.",(61) 36254053,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO MARIA GOMES MATIAS-MAGMA LTDA,52073580,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QUADRA 3, 37/44 LOTE. VALPARAISO I - ETAPA C. 72876-203 Valparaíso de Goiás - GO.",(61) 981974861,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-16.0751364,-47.9729261
