CNES,RAZAO_SOCIAL,NOME_FANTASIA,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,TELEFONE,EMAIL,CODIGO_IBGE,POSSUI_VINCULO_SUS,TIPO_UNIDADE,TIPO_ESTABELECIMENTO,LATITUDE,LONGITUDE
5080932,METTRA CORT DIAGNOSTICO DE IMAGEM LIMITADAS,METTRA CORT,AV FLORIANO PEIXOTO,91,CENTRO,CENTRO,76550000,62-3362-3017,medicinadotrabalho@cultura.com.br,521800,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-13.439024234603183,-49.14886236190796
7508441,METTRA CORT SEGURANCA E MEDICINA DO TRABALHO LTDA ME,METTRA CORT SEGURANCA E MEDICINA DO TRABALHO,AVENIDA BERNARDO SAYAO,1550,-,CENTRO,76410000,(62)82074737,-,520470,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-14.31717822472709,-49.15482759475708
4147138,MEU FONO LTDA,MEU FONO,RUA MARIA SILVA,S/N,Q47 L05 SALA05,MORADA DO SOL,75908660,8496115557,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7954516,-50.9438761
9907122,MF SERVICOS MEDICOS LTDA,MF SERVICOS MEDICOS,RUA ABEL PEREIRA DE CASTRO,644,-,CENTRO,75901060,-,-,521880,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7968679,-50.9309673
9953795,MF SERVICOS MEDICOS S S LTDA,MF SERVICOS MEDICOS S S LTDA,RUA 86,S/N,QD F21 LT51,SETOR SUL,74083385,62992994845,marcochaul@hotmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.68688488506454,-49.24896240234375
6131271,MFCB LINHARES,FLORESCER ESPACO DE PSICOLOGIA E ARTETERAPIA,RUA DA LAVOURA,27,QD 61 LT H,SANTA GENOVEVA,74670180,(62) 32044224,-,520870,NAO,PRIVADO,POLICLINICA,-16.6428530391365,-49.2427396774292
880434,MFML IMEC SERVICOS EIRELI,IMEC SERVICOS,LEOPOLDINA SALGADO,160,-,CENTRO,76300000,62 33072727,3mimec@gmail.com,520540,NAO,PRIVADO,CONSULTORIO ISOLADO,-15.3085978,-49.5982718
448486,MG CLINICA DE OLHOS LTDA,HOCG HOSPITAL DE OLHOS CRISTALINA GOIAS,AVENIDA RUI BARBOSA,194,Q 14 L 05,CENTRO,73850000,61 99955-5134,-,520620,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.769,-47.614
1065076,MGCALMEIDA SAUDE CNPJ 24327551000122,CORPOMETRIA,AV JOAO NEVES VIEIRA,1032,APT 1 B,SANTA CRUZ,75701970,(62)9635-1703,-,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.1602086,-47.9330055
1047043,MGCALMEIDA SAUDE CNPJ 24327551000122,CORPOMETRIA,AV JOAO NEVES VIEIRA,1032,APT 1 B,SANTA CRUZ,75701970,(62)9635-1703,-,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.160192,-47.9330203
1029703,MGCALMEIDA SAUDE EIRELI 24327551000122,CORPOMETRIA,AV JOAO NEVES VIEIRA,1032,APT 1 B,SANTA CRUZ,75701970,DDD 62 96351703,-,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.1602086,-47.9330055
408069,MGLC NOSSA SENHORA APARECIDA LTDA,CLINICA MGLC NOSSA SENHORA APARECIDA,32,S/N,LOTE 21,PARQUE ESPLANADA III,72876332,11 38035192,-,522185,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.066,-47.979
9759891,MICAELE DAIANE DE SOUZA,DROGARIA PHARMA NOSSA,QD 86 LOTE 03 SALA 01,S/N,-,PED VIII,72822210,61 3622 8805,-,521250,NAO,PRIVADO,FARMACIA,-16.263294336625407,-47.92759895324707
7463588,MICHAEL SLEIMAN MOHANNA ROCHA,MICHAEL SLEIMAN MOHANNA ROCHA,RUA 1 132,76,QD 258 LT 08,SETOR MARISTA,74180110,62 - 35795675,drmrocha@ig.com.br,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.70289582067812,-49.25969123840332
2672278,MICHEL BARAMILI LTDA,UNICLINICA,AVLINO SAMPAIO,39,-,CENTRO,75200000,(64) 4615000,-,521740,NAO,PRIVADO,POLICLINICA,-17.301,-48.28
7053878,MICHEL BERNARDES NUNES,MICHEL BERNARDES NUNES,RUA 104,355,-,SETOR SUL,74083300,062 - 32410420,michelbnunes@gmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.686514911771656,-49.25351142883301
2970635,MICHELE CRISTINA ARAUJO DE SOUSA,MICHELE CRISTINA ARAUJO DE SOUSA,AVENIDA ESPERIDIAO PAULO CURY,147,-,LUCILENE,75920000,64 981153702,-,521930,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.81033248076476,-50.60334920883179
3953688,MICHELE CRISTINE PEREIRA DE MENEZES,MICHELE CRISTINE PEREIRA DE MENEZES,AV SENADOR HERMENEGILDO DE MORAIS,876,SALA 03,CENTRO,75650000,64 3413-3086,michelecpm@bol.com.br,521380,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.732,-49.101
7165641,MICHELE DOS SANTOS BRANQUINHO,MICHELE DOS SANTOS BRANQUINHO,AVENIDA CASTELO BRANCO,166,-,CENTRO,75200000,6434615495,-,521740,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.3005411,-48.2764819
6792421,MICHELE MARQUES DE FARIA,MICHELE MARQUES DE FARIA,RUA C 149,548,Q 530 L 1 LOJA 3,JD AMERICA,74275080,062 - 32517596,chev_od@hotmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.71446643144638,-49.28288698196411
5102758,MICHELINE DE MEDEIROS RODRIGUES,MICHELINE DE MEDEIROS RODRIGUES,PRACA RAIMUNDO DE ARAUJO MELO,113,SALA 101 E 102,CENTRO,72800970,61 - 3622 2835,-,521250,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.250625517800483,-47.95207142829895
7705972,MICHELINE TEIXEIRA CASTRO DIOGO ME,STUDIO FISIO,RUA 06 A QD 667 LT 09 17,S/N,-,POLIVALENTE,75830138,6436612176,-,521310,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.569,-52.551
9846778,MICHELLE BAFUTTO GOMES COSTA,MICHELLE BAFUTTO GOMES COSTA,AVENIDA D ED CDC,840,QD K10 LT 03,SETOR OESTE,74140160,6232121903,michelle_batulfo@hotmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.723436768499262,-49.3217334151268
6333524,MICHELLE BRAGA,MICHELLE BRAGA,AV T1,S/N,QD 13 LT 29,BUENO,74210045,(62) 30935029,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.691098419263373,-49.278767108917236
3569462,MICHELLE DA SILVA NOVAK,MICHELLE DA SILVA NOVAK,AVENIDA SENADOR JAIME,1778,QD 07 LT 01,CAMPINAS,74525010,(62)32332681,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.668303119262887,-49.285011291503906
9754830,MICHELLE DAIANA OLIVEIRA DA SILVA,MICHELLE DAIANA OLIVEIRA DA SILVA,AVENIDA JK,454,SALA 07,ALTO DA BOA VISTA,75523060,-,-,521150,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.42,-49.218
622737,MICHELLE FAZAN SONATTA SOLUCOES AUDITIVAS,SONATTA SOLUCOES AUDITIVAS,NOSSA SENHORA AUXILIADORA,S/N,QUADRA022,SETOR CENTRAL,74980080,62 82690731,sonattafonoaudiologia@outlook.com,520140,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.822,-49.245
9076948,MICHELLE FRANCA,CONSULTORIO PISICOLOGICO,RUA CEDRO,43,-,CENTRO,75828000,-,-,520547,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.397035,-52.669557
6381588,MICHELLE MACHADO PINTO,MICHELLE MACHADO PINTO,AV C 264,00,QD 616 LT 2,NOVA SUICA,74830020,(62) 32591004,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.71869990768349,-49.27074193954468
6245293,MICHELLE PAGUNG,CONSULTORIO MEDICO DRA MICHELLE PAGUNG,RUA BENJAMIM CONSTANT,584,-,CENTRO,75800970,36312293,-,521190,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.8786597,-51.7125822
4301293,MICHELLE PEREIRA DA SILVA,MICHELLE SILVA,RUA 1064,246,QD 129 LT 6,PEDRO LUDOVICO,74825280,62991334285,psimichellesilva22@gmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.7182401,-49.2504113
2970376,MICHELLE ROCHA MACEDO,MICHELLE ROCHA MACEDO,RUA JUCA BAYLAO,S/N,Q28 L1A,MORADA DO SOL,75909050,64 92526086,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7928706,-50.9389774
9754369,MICHELLE SILVA SERVICOS MEDICOS EIRELI,MICHELLE DAIANA GINECOLOGIA E OBSTETRICIA,AVENIDA JK,454,SALA 07,ALTO DA BOA VISTA,75523060,(34) 32841995,-,521150,SIM,PRIVADO CONVENIADO,CONSULTORIO ISOLADO,-18.42,-49.218
9774645,MICHELLI REGINA SILVA RODERO RONCAGLIO,MICHELLI REGINA SILVA RODERO RONCAGLIO,RUA GOIANIA COM NIVALDO RIBEIRO,1032,-,CENTRO,75903380,6436202102,-,521880,SIM,IGNORADO,CONSULTORIO ISOLADO,-17.79009611443118,-50.926512479782104
9877371,MICHELLY GUIMARAES CARVALHO,MICHELLY GUIMARAES CARVALHO,RUA AGENOR DIAMANTINO,156,NUCLEO,VILA AMALIA,75906260,64981222271,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7953515,-50.9174716
9477799,MICHELLY NEME ODONTOLOGIA EIRELI,ODONTOBLISS,RUA 18,282,QD B8 LT 12E LJ17,SETOR OESTE,74120080,62 - 30956370,odontobliss@gmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.676977575323473,-49.25449848175049
3649733,MICHELLY PAULLA SILVA RODRIGUES,MICHELLY PAULLA SILVA RODRIGUES,RUA DR CIRO PALMERSTON,286,SALA 03,CENTRO,75691000,(64) 3453-1992,michellypaulla@yahoo.com.br,520450,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7438611,-48.625968
6477836,MICHELLY PIMENTA BORGES,MICHELLY PIMENTA BORGES,RUA 4,515,SL 1212 QD 53 LT 00,CENTRAL,74020060,062 - 32241933,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.6733598405143,-49.25741672515869
4072138,MICRON LABORATORIO DE ANALISES CLINICAS LTDA,MICRON LABORATORIO,RUA ABEL PEREIRA DE CASTRO,800,-,CENTRO,75901060,(64) 3621-2591,micron@.dgmnet.com.br.,521880,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-17.7950044,-50.9270809
7003919,MIGUEL GROSSI FILHO,CLIP,AV 20 DE AGOSTO,1293,SALA 3,CENTRO,75701010,64 3442 2145,-,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.167902720711897,-47.94829487800598
6465455,MIGUEL LOMEU DE CASTRO NETO,MIGUEL LOMEU DE CASTRO NETO,RUA JOSE ANTONIO DA SILVEIRA LEAO,506,-,CENTRO,75920000,6436411588,miguelodo@hotmail.com,521930,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.8141441,-50.6010043
5257433,MIGUEL RASSI NETO,MIGUEL RASSI NETO,RUA T 50,540,QD 60 LT 13 SL1,BUENO,74215200,(62) 3096-6677,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.695537945019986,-49.272050857543945
6182283,MIGUEL RODRIGUES MENDES JUNIOR,MIGUEL RODRIGUES MENDES JUNIOR,AV GOIAS,315,QD 5 LT 33 35,CENTRAL,74005010,(62) 32234549,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.678827526908204,-49.256837368011475
9746676,MIKAIL IVANOVICH ISKRA TOMICH,MIKAIL IVANOVICH ISRKA TOMICH,SEBASTIAO XAVIER,34,SALA 03,SETOR CENTRAL,75516220,-,-,521150,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.4205265,-49.2216830328887
5355524,MILDES FARIA ARANTES DE MORAES,MILDES FARIA ARANTES DE MORAES,AVENIDA CIRCULAR,S/N,QD 58 LT 19,PEDRO LUDOVICO,74823020,(62) 3245-1449,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.714004031506622,-49.250550270080566
9224548,MILENA MELLO CORDEIRO,CONSULTORIO DE ONDONTOLOGIA,AVENIDA PROFESSOR ZENAIDE CAMPOS RORIZ,439,QD 36 LT 12,JUNDIAI,75110790,-,-,520110,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.3313052,-48.9417199
9662618,MILENA MOREIRA CAMPOS,MILENA MOREIRA CAMPOS,RUA DONA CAROLINA,259,-,CENTRO,75265000,6233351112,-,522200,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.742,-48.516
6287638,MILENE ALVES DA CUNHA,MILENE ALVES DA CUNHA,AVENIDA R1,223,QDR04 LT05,SETOR OESTE,74125020,62-41016240,millac@terra.com.br,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.67321595191962,-49.235594272613525
9644202,MILENE CRISPIM SALGADO CESAR,MILENE CRISPIM SALGADO CESAR,RUA T37,3552,QD 148 LT 13,SETOR BUENO,74230110,62 - 32757747,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.71200028548581,-49.265785217285156
2819538,MILENIUM CENTRO MEDICO E ODONTOLOGICO LTDA,MILENIUM CENTRO MEDICO E ODONTOLOGICO,QUADRA 20 LOTE,05,SALA 03,JARDIM DA BARRAGEM I,72920058,61 36136285,financeiropax@hotmail.com,520025,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.7299994,-48.2880923
6559263,MILHOMEM CANDIDA ASSITENCIA ODONTOLOGICA LTDA,CLINICA PERFIL,RUA DEZOITO DE SETEMBRO,78,SALA 01 E 02,VILA SANTANA,75110460,-,-,520110,NAO,PRIVADO,POLICLINICA,-16.3274561,-48.9472649
6670717,MILKA PACHECO CHEDIAK FARACO,MILKA PACHECO CHEDIAK FARACO,RUA 27,171,QD L 25 LT 05,SETOR MARISTA,74150030,062 - 32513323,mchediak@uol.com.br,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.688241447677992,-49.26539897918701
71226,MILLENA BOTTA SUCUPIRA ODONTOLOGIA,ODONTOLOGIA SUCUPIRA,NIQUELANDIA,S/N,QUADRA02,JARDIM BELA VISTA,72975000,62 33391337,-,520551,NAO,PRIVADO,CONSULTORIO ISOLADO,-15.777148,-48.768717
757160,MILLENA FARIA,CLINICA ODONTOLOGICA DRA MILLENA FARIA,RUA ARY TEODORO DE SOUZA,S/N,-,CENTRO,76670000,-,-,520960,NAO,IGNORADO,CONSULTORIO ISOLADO,-15.719,-49.829
3435024,MILTON COLLO JUNIOR,MILTON COLLO JUNIOR,RUA 13,1454,QD H 19 LT 13,ST MARISTA,74150140,062 - 32151307,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.68795369277669,-49.26664352416992
3852938,MILTON MONTEIRO DA SILVA,MILTON MONTEIRO DA SILVA,RUA 10,250,QD B 6 LT 5 E,OESTE,74120020,(62) 3215-1846,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.686967101254584,-49.26715850830078
4267559,MILTON PINTO DE ALMEIDA CASTRO NETO,MILTON PINTO DE ALMEIDA CASTRO NETO,NIZO JAIME DE GUSMAO,369,-,VILA AMALIA,75901240,6436027300,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.800873465427124,-50.92459201812744
9744304,MILTON SANT ANA DE FREITAS,MILTON SANT ANA DE FREITAS,PRACA SAO SEBASTIAO,210,-,CENTRO,75503230,-,-,521150,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.42,-49.218
5952018,MILZA MARIA CHAVES,CONSULTORIO ODONTOLOGICO DR MILZA MARIA CHAVES,RUA MINAS GERAIS,1484,-,CENTRO,75600000,6434951836,-,520910,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.0115833,-49.3730316
9920552,MINAMI REIS LTDA,CENTERMED,ABEL PEREIRA DE CASTRO,721,-,CENTRO,75901060,6481120757,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7968679,-50.9309673
4356896,MIND HEALTH SERVICOS MEDICOS LTDA,CLINICA RARA,RUA MONTE CASSINO,587,QD 17 LT 12,JARDIM PLANALTO,74333190,6241419505,contato@clinicarara.com.br,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.7142286,-49.3007399
9688579,MINERACAO SERRA GRANDE S A,MINERACAO SERRA GRANDE S A,GO 336 KM 97,S/N,-,ZONA RURAL,76510000,0062 03657100,e_cnpj_anglo@anglogoldashanti.com.br,520640,NAO,IGNORADO,CONSULTORIO ISOLADO,-14.549,-49.969
100757,MINICIPIO DE BONFINOPOLIS,UBS LAZARO DA SILVA BORGES ESF IV,RUA VICENTE FALEIRO DA SILVA,S/N,QD APM 03,RESID CAMPO BELO,75195000,62 33341188,secsaudebonfinopolis@gmail.com,520355,SIM,PUBLICA MUNICIPAL,CENTRO DE SAUDE/UNIDADE BASICA,-16.6067838,-48.9599267
2772205,MINICIPIO DE NOVO PLANALTO,CENTRO DE ESPECIALIDADES DA FAMILIA,RUA SALVADOR,S/N,-,CENTRO,76580000,-,josemariatst@hotmail.com,521525,SIM,PUBLICA MUNICIPAL,POLICLINICA,-13.24245,-49.50203
9468390,MINICIPIO DE QUIRINOPOLIS,LABORATORIO MUNICIPAL YUTAKA MIYOSHI,JULIO BORGES,S/N,-,CENTRO,75860000,-,-,521850,SIM,PUBLICA MUNICIPAL,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-18.448,-50.452
262919,MINISTERIO DA AGRICULTURA PECUARIA E ABASTECIMENTO,LABORATORIO FEDERAL DE DEFESA AGROPECUARIA GO,RUA DA DIVISA,S/N,-,SETOR JAO,74674025,6232327200,lfda-go@agricultura.gov.br,520870,NAO,IGNORADO,LABORATORIO DE SAUDE PUBLICA,-16.7033175,-49.1236332
9228764,MINISTERIO DA SAUDE,CASA DE SAUDE INDIGENA DE GOIANIA,AVENIDA PLANALTO,S/N,QD 1 LT 11 12,JARDIM BELA VISTA,74863200,62 - 32731106,dseiara.sesai@saude.gov.br,520870,NAO,IGNORADO,UNIDADE DE ATENCAO A SAUDE INDIGENA,-16.73164636352779,-49.23190355300903
9220933,MINISTERIO FILANTROPICO TERRA FERTIL,TERRA FERTIL,RODOVIA BR 060 FAZENDA SANTA RITA,S/N,QD AREA LT AREA,PARQUE OESTE INDISTR,74465539,62 - 32418723,mfterrafertil@gmail.com,520870,NAO,ENTIDADES SEM FINS LUCRATIVOS,POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE,-16.710623340125995,-49.35363292694092
9221336,MINISTERIO FILANTROPICO TERRA FERTIL,CAMINHO DE ESPERANCA,AVENIDA DOM FERNANDO,945,QD ID LT 12,CHACARA DO GOVERNADO,74870100,62 - 32418723,mfterrafertil@gmail.com,520870,NAO,ENTIDADES SEM FINS LUCRATIVOS,POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE,-16.72831735884509,-49.22293424606323
5463017,MIRA LORENA RESENDE SANTOS,ODONTOMIRA,RUA ESMERINDO PEREIRA,815,-,CENTRO,76200000,36744563,-,521020,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.4473618,-51.1169591
4048261,MIRANDA SERVICOS DE SAUDE LTDA,AMIM SERVICOS DE SAUDE,RUA 64,S/N,QUADRA 13 LOTE 22,PARQUE INDUSTRIAL,76310000,-,-,521860,NAO,PRIVADO,CONSULTORIO ISOLADO,-15.31113758518945,-49.576743625995235
2769263,MIREILLE DARK SANTANA,ARTE SORRISO,AVENIDA DAS PALMEIRAS,S/N,-,CENTRO,75184000,(62) 92824377,-,520815,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.484999629779,-48.64552974700928
9093281,MIRELLA CAMAROTA PIMENTA,MIRELLA CAMAROTA PIMENTA,RUA NIVALDO RIBEIRO,72,SALA 08,CENTRO,75901970,64 99212-4242,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.789871366537223,-50.92666268348694
7461828,MIRELLA MARQUES FERREIRA COLONHEZI ME,CLINICA FERREIRA COLONHEZI,AV GARIBALDE TEIXEIRA,34,SALA ALUGADA,CENTRO,75860000,64-3651-1600,MIRELLA_LELA@YAHOO.COM.BR,521850,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.448,-50.452
76465,MIRELLY PARREIRA VELOSO FERREIRA,DRA MIRELLY VELOSO ODONTOLOGIA ESPECIALIZADA,RUA 6,447,-,CENTRO,76590000,-,mirellyveloso@live.com,522020,NAO,IGNORADO,CONSULTORIO ISOLADO,-13.0821112,-49.976556
3724077,MIRELLY VALERIA PEIXOTO DE OLIVEIRA SUAREZ,MIRELLY VALERIA PEIXOTO DE OLIVEIRA SUAREZ,AVENIDA T 15,500,QD 135 LT 1,BUENO,74230010,(62) 3251-9050,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.719521931011908,-49.269776344299316
5694922,MIRIAM CARRASCOSA PADULA CASTRO,CONSULTORIO DE PSICOLOGIA MIRIAM CARRASCOSA,RUA 72,474,SALA 3,POPULAR,75903460,(64)36235620,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.7802861,-50.9166849
7260148,MIRIAN CAMARGO RIBEIRO,MIRIAN CAMARGO RIBEIRO,AV 20 DE AGOSTO,809,-,CENTRO,75701010,6434428501,-,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.16946239116118,-47.952210903167725
7660979,MIRIAN LANE DE OLIVEIRA RODRIGUES CASTILHO,MIRIAN LANE DE OLIVEIRA RODRIGUES CASTILHO,RUA T 53,857,QD 94 LT 22 SL5,SETOR BUENO,74215150,62-32468400,miriancastilho@yahoo.com.br,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.70179626789085,-49.26900386810303
7430736,MIRIAN MAURICIA MOTA DE OLIVEIRA,MIRIAN MAURICIA MOTA DE OLIVEIRA,AV NOVA AVENIDA,170,QD 3 LT 16,SETOR LESTE VILA NOV,74643080,62 - 39963871,mirianmmota@gmail.com,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.685076119936326,-49.241838455200195
7086636,MIRIAN SILVA RODRIGUES,MIRIAN SILVA RODRIGUES,RUA 6,471,Q 54 L 53 E LOJA 2,SETOR CENTRAL,74023030,062 - 32133791,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.67292817440557,-49.25688028335571
4150902,MIRNA LIGIA MARQUES BARCELOS FERREIRA,ESPACO MUSICLIN,R PADRE SERAFIN,102,QUADRA G LOTE 02,JARDIM MARCONAL,75901555,(64) 9231-0699,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7969402,-50.9366976
9400931,MIRON CARLOS ZAGO ARANTES ME,LABORATORIO VIDA ANALISES CLINICAS,RUA 7 DE SETEMBRO,S/N,-,CENTRO,75940000,6434921310,-,520740,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-17.339,-49.931
9748180,MISSAO EVANGELICA FILANTROPICA JESUS TE AMAMEFIJA,MEFIJA,JK GO 330 KM 273,S/N,-,ZONA RURAL,75701320,64 34912135,-,520510,NAO,ENTIDADES SEM FINS LUCRATIVOS,POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE,-17.92778259521758,-48.088531494140625
9797394,MISSAO RESGATE DA PAZ,MISSAO RESGATE DA PAZ,RUA IZILDINHA,187,QD CH LT 144,SITIO RECREIO IPE,74681500,6232866062,missaoresgatedapaz1988@hotmail.com,520870,NAO,ENTIDADES SEM FINS LUCRATIVOS,POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE,-16.631072495754392,-49.189631938934326
4403495,MISSAO SORRISO,MISSAO SORRISO,AV DEPUTADO JAMEL CECILIO,3455,QDC3 LT2 5 SL2615,JARDIM GOIAS,74810100,62984067774,-,520870,NAO,ENTIDADES SEM FINS LUCRATIVOS,CONSULTORIO ISOLADO,-16.7100136,-49.2222613
447897,MITALE CLAUDINO E SILVA,LIFE ODONTOLOGIA,RUA MAJOR OSCAR CAMPOS,405,-,CENTRO,75901285,6430553666,-,521880,NAO,IGNORADO,CONSULTORIO ISOLADO,-17.79995409594429,-50.93818545341492
5241111,MITICO NISHIMOTO SOUZA,MITICO NISHIMOTO SOUZA,RUA 5 A,130,QD 8 A LT 12,AEROPORTO,74075210,(62) 3212 3479,-,520870,NAO,IGNORADO,CONSULTORIO ISOLADO,-16.67652536221436,-49.26898241043091
9276696,MLO PRESTACAO DE SERVICOS MEDICOS EIRELI ME,MLO SERVICOS MEDICOS,RUA RODRIGO RODRIGUES DA CUNHA,153,SALA 5,CENTRO,75200000,-,-,521740,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.3017605,-48.2788878
9400583,MM CONSTANTE PSICOLOGIA ME,MM PSICOLOGIA,RUA ENGENHEIRO PORTELA,2031,LOTE 74,VILA NOSSA SENHORA D,75120673,62 37022930,multipla.contabilx@gmail.com,520110,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.3427622,-48.9582948
5696801,MM RODRIGUES DA SILVA E CIA LTDA,BIOANALISE LABORATORIO,AV DON PEDRO I,47,-,CENTRO,75860000,36512713,-,521850,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-18.4586577,-50.4564806
407291,MM SERVICOS MEDICOS E HOSPITALARES LTDA,POLICLINICA POPULAR CONTORNO,SENADOR JOSE LOURENCO DIAS,304,QUADRA01,MARACANA,75040045,62 33331540,-,520110,NAO,PRIVADO,POLICLINICA,-16.321343,-48.9547657
9723013,MM SERVICOS MEDICOS LTDA,MM SERVICOS MEDICOS,RUA OSCAR CLAUDINO DE OLIVEIRA,116,SALA 01,RESIDENCIAL JARDIM P,75524520,(64) 3432-5100,-,521150,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.4283171,-49.21726
977063,MMGI PARTICIPACOES LTDA,FIBRA PARTICIPACOES,DAO BARBOSA,1096,-,CENTRO,75610000,64 99836126,maercioportilho@globo.com,521210,SIM,PRIVADO CONVENIADO,CONSULTORIO ISOLADO,-17.8056390,-49.6223830
2507684,MMK LABORATORIO DE ANALISES CLINICAS LTDA,LABORCLIM,AV BRASILIA QD 72B LT 40 SL,1,ST 9,PQ DA BARRAGEM,72910001,(61)6131064,-,520025,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-15.7360,-48.2801
111961,MMS GESTAO E SAUDE LTDA,MMS GESTAO E SAUDE,ROSULINO F GUIMARAES,730,SALA 2,CENTRO,75901260,6436220117,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.79688949679511,-50.92804670333862
9765271,MOABE GUIMARAES BORGES RIBEIRO,MOABE GUIMARAES BORGES RIBEIRO,PRACA DA BANDEIRA,345,-,CENTRO,75503520,-,-,521150,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.416895430709022,-49.21675443649292
