CÓDIGO MEC,NOME_DA_UNIDADE,DEP. ADMINISTRATIVA,CONVÊNIO,LOGRADOURO,BAIRRO,MUNICIPIO,LATITUDE,LONGITUDE,DATA_CRIACAO_UNIDADE,QUANTIDADE_DE_ALUNOS_MATRICULADOS
52019578,PRE ESCOLAR MUNICIPAL DOM JUVENAL RORIZ,MUNICIPAL,NÃO POSSUI,RUA  PIASSABA                                                                                       ,RUBIATABINHA                                      ,RUBIATABA                                         ,,,8/3/2006,0
52036308,ESCOLA MUNICIPAL JESUINA DE ABREU,MUNICIPAL,NÃO POSSUI,RUA IGARITE ESQ C RIO NEGRO                                                                         ,PARQUE AMAZÔNIA                                   ,GOIÂNIA                                           ,,,8/3/2006,0
52096882,ESCOLA MUNICIPAL PROFESSORA MARIA ESTHER FONTE COELHO,MUNICIPAL,NÃO POSSUI,RUA TREZE DE MAIO                                                                                   ,CENTRO                                            ,ABADIÂNIA                                         ,-16.203.220.000.000.000,-48.708.440.000.000.000,6/3/2012,0
52016811,ESCOLA MUNICIPAL GENESIA SILVEIRA DE MORAIS,MUNICIPAL,NÃO POSSUI,RUA DA MANGUEIRA                                                                                    ,VILA GUARAITA                                     ,GUARAITA                                          ,-15.631.292.294.646.000,-50.028.181.672.103.900,8/3/2006,164
52105652,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL LEONOR ALCIONI DE MELLO,MUNICIPAL,NÃO POSSUI,RUA 8                                                                                               ,VILA VERDES MARES - 2ª ETAPA,GOIANIRA                                          ,16.498.196.000.000.000,49.431.689.000.000.000,15/6/2020,115
52022706,CENTRO DE ENSINO EM PERÍODO INTEGRAL  ARY RIBEIRO VALADÃO FILHO,ESTADUAL,NÃO POSSUI,AV  ANTONIO MOREIRA                                                                                 ,VILA FLORESTA                                     ,INHUMAS                                           ,-16.376.561.465.733.700,-49.492.834.210.395.800,8/3/2006,277
52107019,ESCOLA MUNICIPAL DE MUSICA ADILSON MENEZES,MUNICIPAL,NÃO POSSUI,RUA 17                                                                                              ,,VALPARAÍSO DE GOIÁS                               ,,,30/8/2023,0
52093913,ESCOLA MUNICIPAL VINICIUS DE MORAES,MUNICIPAL,NÃO POSSUI,RUA VICINAL K                                                                                       ,CENTRO                                            ,PADRE BERNARDO                                    ,-15.166.826.849.833.700,-48.284.633.159.637.400,,0
52039927,ESCOLA ESTADUAL PROFESSOR ESMERALDO MONTEIRO,ESTADUAL,NÃO POSSUI,RUA 35                                                                                              ,SETOR PAI ETERNO                                  ,TRINDADE                                          ,-16.640.725.193.503.600,-49.490.146.636.962.800,21/12/2005,1122
52021262,ESCOLA MUNICIPAL ELZIRA BALDUÍNO,MUNICIPAL,NÃO POSSUI,RUA FRANCISCO FONTES                                                                                ,MARACANA                                          ,ANÁPOLIS                                          ,-16.314.334.695.682.100,-48.955.009.602.941.500,8/3/2006,0
52053660,ESCOLA MUNICIPAL PINGUELA,MUNICIPAL,NÃO POSSUI,FAZENDA PINGUELA                                                                                    ,ZONA RURAL                                        ,MINEIROS                                          ,-17.571.863.634.511.800,-52.696.320.656.687.000,8/3/2006,0
52073033,CENTRO DE EDUC INFANTIL VANDA BORGES SOUZA                            ,MUNICIPAL,NÃO POSSUI,AV SAO FELIPE ESQ COM  RUA  M 05                                                                    ,NOVO HORIZONTE                                    ,ACREÚNA                                           ,-17.390.724.680.230.000,-50.371.097.345.978.000,8/3/2006,276
52032221,COLÉGIO ESTADUAL DONA HORMEZINDA MARIA CARNEIRO,ESTADUAL,NÃO POSSUI,PRACA GETULIO VARGAS                                                                                ,CENTRO                                            ,BELA VISTA DE GOIÁS                               ,-16.976.576.226.966.400,-48.953.388.333.320.600,23/12/2005,1461
52061159,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA SERGIO HONORATO DA SILVA E SOUZA,MUNICIPAL,NÃO POSSUI,RUA PONTALINA                                                                                       ,ZONA RURAL                                        ,PIRACANJUBA                                       ,-17.297.963.573.050.700,-49.024.754.620.331.800,8/3/2006,91
52094375,ESC MUL DE EDUCACAO INFANTIL COMECINHO DE VIDA,MUNICIPAL,NÃO POSSUI,AV ALCIDES PEREIRA DE CASTRO                                                                        ,CENTRO                                            ,SÃO MIGUEL DO PASSA QUATRO                        ,-17.054.683.815.156.900,-48.666.642.153.014.900,,93
52073114,CENTRO MUL EDUCAÇÃO INFANTIL CANTINHO DA ALEGRIA                      ,MUNICIPAL,NÃO POSSUI,AVENIDA PAULO ALVES                                                                                 ,SETOR OESTE                                       ,ANICUNS                                           ,-16.460.471.920.925.400,-49.951.980.113.983.100,8/3/2006,0
52036588,ESC MUL PROF PERCIVAL XAVIER REBELO,MUNICIPAL,NÃO POSSUI,RUA B-16                                                                                            ,NOVO HORIZONTE                                    ,GOIÂNIA                                           ,,,8/3/2006,0
52007073,COLÉGIO ESTADUAL PROFESSOR JÚLIO CAVALCANTI,ESTADUAL,NÃO POSSUI,AV DR BOUSSU                                                                                        ,CENTRO                                            ,MARA ROSA                                         ,-14.017.450.803.236.800,-49.177.422.523.498.500,8/3/2006,437
52035379,CENTRO DE ENSINO EM PERÍODO INTEGRAL PARQUE SANTA CRUZ,ESTADUAL,NÃO POSSUI,AV PRINCIPAL QD MIXTA 1 LT 17                                                                       ,PARQUE SANTA CRUZ                                 ,GOIÂNIA                                           ,-16.730.475.053.694.800,-49.222.311.973.571.700,24/12/2005,251
52068048,ESC MUL PROFA ZELSANI                                                 ,MUNICIPAL,NÃO POSSUI,VIA LEOCARDIO DE SOUZA REIS                                                                         ,PQ  ELDORADO                                      ,QUIRINÓPOLIS                                      ,,,8/3/2006,0
52082636,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LYBIA VIDAL SILVA                                 ,MUNICIPAL,NÃO POSSUI,RUA 10                                                                                              ,RES. DONA GERCINA                                 ,RIO VERDE                                         ,-17.775.161.096.630.300,-50.905.878.718.910.200,8/3/2006,0
52061094,ESC MUL SERRA NEGRA,MUNICIPAL,NÃO POSSUI,RODOVIA GO-217 KM 17 SERRA NEGRA                                                                    ,ZONA RURAL                                        ,PIRACANJUBA                                       ,-17.303.758.382.624.200,-49.018.946.886.062.600,8/3/2006,57
52101533,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SAGRADA FAMILIA,MUNICIPAL,NÃO POSSUI,RUA CANA BRAVA                                                                                      ,,GOIÂNIA                                           ,,,30/8/2023,0
52086216,ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL MONTEIRO LOBATO         ,MUNICIPAL,NÃO POSSUI,RUA VERISSIMO PEREIRA                                                                               ,VILA MENEZES                                      ,RIO VERDE                                         ,-17.782.561.797.890.800,-50.917.966.961.860.600,8/3/2006,0
52030032,CENTRO ESTADUAL ENSINO ESPECIAL CORONEL LUIZ NETTO,ESTADUAL,NÃO POSSUI,RUA SERRA DOURADA                                                                                   ,CENTRO                                            ,SÃO LUÍS DE MONTES BELOS                          ,-16.519.784.756.185.100,-50.367.690.324.783.300,8/3/2006,57
52076555,ESC MUL PROJETO DEGRAU                                                ,MUNICIPAL,NÃO POSSUI,RUA MERGIANO VICENTE                                                                                ,MARIANO MACHADO                                   ,CABECEIRAS                                        ,,,8/3/2006,0
52027309,ESCOLA MUNICIPAL JORCELINO ALVES BARBOSA                                       ,MUNICIPAL,NÃO POSSUI,RUA SÃO LUIS                                                                                        ,JARDIM MONTE ALTO                                 ,IPORÁ                                             ,-16.426.844.164.894.000,-51.117.534.041.404.700,8/3/2006,0
52007375,ESC MUL NOVA                                                          ,MUNICIPAL,NÃO POSSUI,FAZENDA SAO JOAQUIM                                                                                 ,,AMARALINA                                         ,,,8/3/2006,0
52095720,CRECHE MUNICIPAL CRIANÇA ESPERANÇA,MUNICIPAL,NÃO POSSUI,CENTRO                                                                                              ,CENTRO                                            ,DOVERLÂNDIA                                       ,-16.721.268.718.822.000,-52.320.134.639.739.900,,89
52047733,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL PEDREGAL                                                      ,MUNICIPAL,NÃO POSSUI,AREA ESPECIAL                                                                                       ,PEDREGAL                                          ,NOVO GAMA                                         ,-16.068.758.931.013.200,-48.033.838.570.117.900,8/3/2006,297
52031950,ESC MUL MENINO JESUS,MUNICIPAL,NÃO POSSUI,RUA R4 QD27                                                                                         ,JARDIM IBIRAPUERA                                 ,APARECIDA DE GOIÂNIA                              ,,,8/3/2006,0
52097005,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA ANA RODRIGUES CARVALHO AGUIAR,MUNICIPAL,MUNICIPAL,RUA 3A APM3                                                                                         ,CENTRO,ALTO PARAISO DE GOIÁS                             ,-14.133.775.000.000.000,-47.526.606.000.000.000,17/5/2023,0
52100049,CENTRO MUNICIPAL DE EDUCACAO INFANTIL EDUARDO NUNES MARTINS,MUNICIPAL,NÃO POSSUI,AVENIDA UNIVERSITARIA                                                                               ,SETOR NORDESTE                                    ,FORMOSA                                           ,-15.561.627.000.000.000,-47.338.211.000.000.000,14/9/2022,0
52082784,CRECHE MUL DONA HELENA                                                ,MUNICIPAL,NÃO POSSUI,AV  RUI  BARBOSA                                                                                    ,,CROMÍNIA                                          ,,,8/3/2006,0
52078159,CRECHE JOAQUINA MARIA DA CONCEICAO,MUNICIPAL,NÃO POSSUI,RUA 7                                                                                               ,,BARRO ALTO                                        ,,,8/3/2006,0
